9.568001	1.39059	0.290615
9.68	1.44872	0.298453
9.792001	1.11528	0.306081
9.904	1.29007	0.314173
10.016	1.49046	0.323331
10.128	1.13715	0.329889
10.24	1.15357	0.33838
10.352	1.87441	0.348589
10.464	1.23985	0.356902
10.576	1.2381	0.365589
10.688	1.90099	0.375623
10.8	1.86229	0.385927
10.912	2.5876	0.396637
11.024	1.45062	0.406461
11.136	2.00218	0.4157
11.248	1.95765	0.42597
11.36	1.55537	0.437596
11.472	2.16047	0.449093
11.584	1.40971	0.46181
11.696	1.70242	0.473103
11.808	1.56211	0.486888
11.92	0.560202	0.494492
12.032	2.07926	0.51281
12.144	2.07068	0.526247
12.256	1.22069	0.534174
12.368	1.23127	0.550903
12.48	0.582079	0.564692
12.592	1.35306	0.579247
12.704	3.37419	0.598454
12.816	1.67168	0.609963
12.928	2.05048	0.62517
13.04	1.8074	0.640891
13.152	2.83009	0.661089
13.264	2.2571	0.677949
13.376	1.36443	0.68866
13.488	1.40533	0.709906
13.6	0.888795	0.722679
13.712	2.28208	0.749528
13.824	1.70673	0.765826
13.936	0.765612	0.784408
14.048	1.72986	0.80824
14.16	2.37125	0.831243
14.272	3.74333	0.850777
14.384	2.87149	0.879484
14.496	1.94823	0.894359
14.608	1.73935	0.917754
14.72	1.9729	0.943189
14.832	0.0173462	0.959585
14.944	0.876648	0.986455
15.056	2.29994	1.00066
15.168	1.52769	1.04022
15.28	1.15096	1.06427
15.392	2.14365	1.10232
15.504	2.24362	1.13502
15.616	-0.261806	1.14839
15.728	0.048048	1.18474
15.84	2.07297	1.21298
15.952	2.14314	1.23456
16.064	2.19303	1.26352
16.176	3.04389	1.30499
16.288	1.11684	1.32171
16.4	3.68409	1.37734
16.512	-1.78298	1.37964
16.624	0.341084	1.43263
16.736	2.27811	1.46635
16.848	5.12538	1.53471
16.96	1.80468	1.55181
17.072	2.13779	1.63285
17.184	2.27075	1.63802
17.296	1.49648	1.69508
17.408	3.72522	1.72457
17.52	0.394905	1.74643
17.632	1.6451	1.8204
17.744	0.263368	1.8608
17.856	4.52617	1.93117
17.968	3.16413	1.97528
18.08	6.15673	1.99161
18.192	-1.89288	2.03909
18.304	5.78346	2.12205
18.416	-2.03737	2.13795
18.528	0.153836	2.18909
18.64	1.12592	2.1847
18.752	1.32699	2.36322
18.864	-1.27664	2.28374
18.976	3.25254	2.40925
19.088	1.64606	2.4327
19.2	1.95929	2.56246
19.312	2.04448	2.64365
19.424	0.0372546	2.75087
19.536	0.00256352	2.76947
19.648	-0.0609635	2.86715
19.76	4.16204	2.94316
19.872	-0.565073	2.92672
19.984	2.10146	3.05177
20.096	-4.91562	3.05539
20.208	9.96916	3.25237
20.32	-0.438882	3.48623
20.432	-1.90023	3.28964
20.544	0.47239	3.35069
20.656	7.70975	3.67512
20.768	1.53918	3.49641
20.88	3.6116	3.64354
20.992	1.06362	3.8349
21.104	1.66169	3.88319
21.216	-10.146	3.68506
21.328	5.54864	3.93897
21.44	-9.12867	3.88452
21.552	-3.69427	4.07747
21.664	-7.55957	4.22757
21.776	8.53771	4.43409
21.888	1.8791	4.50228
22	10.2536	4.63138
22.112	-3.42411	4.57974
22.224	-6.46899	4.86303
22.336	2.18007	4.74509
22.448	4.67467	5.17094
22.56	-7.85726	4.95158
22.672	-2.69081	5.02203
22.784	4.00629	5.22256
22.896	0.454227	5.3759
23.008	1.10364	5.3053
23.12	0.695183	5.66327
23.232	4.91477	6.01168
23.344	9.49766	6.14038
23.456	-9.28553	6.23097
23.568	2.5015	6.19237
23.68	0.25621	6.07449
23.792	4.26896	6.36476
23.904	12.8889	6.62558
24.016	-2.27558	6.46556
24.128	9.62292	6.87651
24.24	3.70922	7.36546
24.352	5.42622	6.93421
24.464	5.28066	7.87952
24.576	-0.77559	7.77459
24.688	3.33287	7.18125
24.8	-0.295062	7.33601
24.912	9.13211	7.49344

